-- Automatically generated by TPCDSQueryValidator$
-RECORD 0-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 1-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 2-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 3-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 4-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 5-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 6-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 7-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 8-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 9-------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 10------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 11------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 12------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 13------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 14------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 15------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 16------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 17------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
 (thu_sales1 / thu_sales2) | 1.14163248063282065322 
 (fri_sales1 / fri_sales2) | 0.75984069332181787476 
 (sat_sales1 / sat_sales2) | 1.84548616820774883944 
-RECORD 18------------------------------------------
 s_store_name1             | able                   
 s_store_id1               | AAAAAAAACAAAAAAA       
 d_week_seq1               | 5271                   
 (sun_sales1 / sun_sales2) | 1.36265187580092930078 
 (mon_sales1 / mon_sales2) | 3.08639562548733430634 
 (tue_sales1 / tue_sales2) | 0.32208852257511291540 
 (wed_sales1 / wed_sales2) | 0.48042359796009775186 
