Date,Commit,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14a,Q14b,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23a,Q23b,Q24a,Q24b,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39a,Q39b,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99
2017/11/20 17:16,d54bfec2e07f2eb934185402f915558fe27b9312,2164.485617242485,2236.052090314837,2461.805318804901,2586.588143445389,2617.5774572550845,2180.2209063695336,2697.4592169670454,2371.9000000000005,2332.1446746601864,2130.93227572539,2855.9415451986906,2017.161013110037,2393.371839293073,1976.82926650214,2270.5776422038252,2135.781713409512,2178.77493262053,1986.9002141234946,2487.689772027688,2311.2857142857147,2011.0079686746626,2281.8749999999995,2469.3,1969.5667280568275,2881.1106272553193,2530.2880564115835,0.0,2217.0059577050997,2371.5185185185182,2650.6666666666665,3207.0020248877977,2689.6919373292867,2487.761344685583,2650.468718370402,1900.7920565195634,2652.58532087485,2229.555555555555,2128.4387763885243,1911.9452620595432,2044.77496021676,1966.5479593729524,2172.9209365787665,4664.5,2071.5714285714284,2837.722222222222,2346.510215153631,3165.597631016204,2027.7182902035054,2645.1000000000004,2293.151515151515,2023.0694504973649,2189.3760540290205,2150.8223973739696,2607.9310344827586,1722.8924957030395,2462.3494312431503,2094.1666666666665,2392.00053787502,2428.9223423346316,2531.710780613638,1969.09120373697,2766.2205865086944,2485.771325960005,2072.5000000000005,1924.099776710883,2464.478260869565,2013.673256575997,2329.117102269302,2917.8172223162587,4111.043735895222,1893.08384701033,2325.0967741935483,1976.8429991747482,1983.4922553095498,2384.208333333333,2107.9843070104375,2282.24,2591.465229141709,2112.2815309090656,2352.0,2484.714109932322,2654.630181123758,2461.392760246219,2261.8794497090253,2488.0696204249907,2050.282328616507,2811.8,1793.2336345740123,2366.4539662446987,1984.1898071728951,1966.7136245561715,1805.6272052010306,2138.6578947368425,1708.7857142857142,2286.878787878788,1879.0196259861748,2074.1666666666665,2177.890694252259,2010.8617826358038,1739.333333333333,2040.345969943393,2007.430447762773,2401.391304347826
2017/11/21 06:10,41c6f36018eb086477f21574aacd71616513bd8e,2163.9738448442217,2239.2137502497603,2461.451985047901,2588.744459893558,2620.6137959929147,2181.0550088995215,2696.190476190476,2372.7021179024805,2332.4359184004916,2130.4959966556526,2859.178910711265,2021.7948717948725,2395.659622455251,1988.1863410889919,2270.067644525878,2219.818181818182,2184.3482357806574,1987.7808457294614,2487.6897720276884,2311.285714285714,2012.243243243244,2281.8749999999995,2469.3,1967.6082690887336,2878.3825382192945,2529.5466896764256,0.0,2216.2528174490317,2371.5185185185182,2650.6666666666665,3201.9325788382475,2686.905141799787,2547.4005143588947,2650.468718370402,1902.9570770982236,2652.58532087485,2229.555555555555,2132.7332433037263,1911.9452620595432,2045.1686769596881,1966.5479593729524,2167.7797081206036,4664.5,2071.5714285714294,2837.722222222222,2345.6126215057297,3165.597631016204,2028.808147601622,2645.1000000000004,2293.151515151515,2043.3729751823457,2215.8869649391986,2010.5950917919395,2604.7912964664,1722.8924957030395,2462.3494312431503,2037.96875,2390.1000191243033,2428.9223423346316,2530.256410256411,1970.972291212313,2766.2205865086953,2485.771325960005,2070.092210091302,1924.7397914205944,2465.5238157935123,2014.3246871555643,2334.844617904221,2917.8172223162587,4111.87987471783,1893.7776625715615,2327.1647628366836,1970.1255224784063,1982.3547497825891,2384.208333333333,2106.703789493346,2282.24,2591.3143331353904,2113.876857909246,2352.0,2483.4406708997562,2824.4583951463355,2459.3611209926653,2260.734395670587,2488.0696204249907,2050.282328616507,2811.8,1794.9595713125711,2365.5852214843176,1988.8607007469423,1966.7136245561715,1805.6272052010306,2138.6578947368425,1708.7857142857142,2286.8787878787884,1879.4500931483242,2074.1666666666665,2183.261875333146,2010.7473846491462,1739.333333333333,2035.33367016811,2012.2432432432433,2401.391304347826
2017/11/22 06:10,881c5c807304a305ef96e805d51afbde097f7f4f,2163.9738448442217,2238.3769865783747,2461.805318804901,2591.6238428669285,2617.5774572550836,2182.9938667979254,2696.1904761904766,2372.7021179024805,2332.4359184004916,2130.93227572539,2857.707929946216,2021.476740435823,2393.371839293073,1981.4041091824126,2271.910515845184,2134.833333333333,2184.3482357806574,1987.7808457294614,2487.6897720276884,2311.285714285714,2012.2432432432433,2281.8749999999995,2469.3,1963.7900441982756,2880.00813568756,2530.952810328841,0.0,2217.0059577050997,2371.5185185185182,2650.6666666666665,3207.0020248877977,2689.6919373292867,2483.298879336591,2649.224201443563,1906.078947368421,2653.848484848485,2229.5555555555566,2132.037174524835,1911.9452620595432,2044.7749602167605,1965.4094540537603,2172.9209365787656,4664.5,2071.621784770111,2837.722222222222,2346.510215153631,3165.597631016204,2024.6416860111817,2645.1000000000004,2294.648477450112,2043.1584356797325,2218.9229513956025,2021.4685452507435,2607.9310344827586,1722.8924957030395,2462.3494312431503,2094.1666666666665,2390.8514257912425,2431.3128945724893,2527.3581318218485,1969.5016113265306,2772.504074747749,2485.771325960005,2070.092210091302,1924.7397914205944,2464.478260869565,2018.2647058823527,2334.0789949626715,2923.1198078822376,4112.391177652012,1890.6476355828754,2325.0967741935483,1976.8429991747482,1983.9840920733893,2384.208333333333,2108.592570908128,2279.774094115551,2594.4851823802246,2113.876857909246,2354.205955412384,2487.001402962403,2824.458395146334,2459.3611209926653,2260.144143643731,2487.6400000000003,2049.646635973682,2814.534250108165,1794.9595713125711,2366.5818148732933,1989.2580645161302,1965.5747880784018,1803.4292025858458,2138.657894736842,1708.7857142857142,2286.878787878788,1884.0952380952388,2074.1666666666665,2177.1954030381808,2007.7204769285042,1739.333333333333,2038.2473044164108,2012.4975394895416,2401.391304347826
2017/11/23 06:14,b4edafa99bd3858c166adeefdafd93dcd4bc9734,2161.9683651911755,2237.6708942677083,2485.3589117009087,2590.8379281789958,2623.8172040233153,2220.188071904731,2696.190476190476,2373.9308141094957,2332.4359184004916,2125.6588619987792,2855.9415451986906,2022.4615384615386,2394.8077658751263,2008.2704903225613,2271.9105158451835,2358.4,2187.8401518971036,1968.4960111960322,2487.6897720276884,2429.166666666667,2012.9459459459463,2276.819330619996,2469.3,1984.3815767869667,2889.158320088281,2535.353998254221,0.0,2221.2171097356368,2371.5185185185182,2661.5714285714294,3205.028435763077,2686.905141799787,2548.239130434784,2657.4017620348313,1905.708712443491,2566.7919828724916,2229.555555555555,2131.12478428178,1911.7912385662398,2066.0232301024876,1966.3085555754494,2180.0365547968986,4664.5,2079.928571428571,2837.722222222222,2366.8946637023682,3165.597631016204,2028.121951219512,2690.944444444445,2300.090909090909,2047.4649755276553,2215.8869649391986,1983.6336027897319,2607.633582840766,1703.29813428356,2483.7665783551047,2108.3532056385984,2389.630224555164,2441.644084650934,2535.8461538461547,1946.5054473863038,2766.2205865086944,2489.429713739942,2449.4267128771103,1924.7397914205944,2560.523809523809,1999.8611111111109,2341.4741655911066,2917.8172223162587,4164.479608677468,1885.983819093301,2334.5946791110982,1971.817493179529,1978.9432960759311,2393.75,2123.2178847162468,2284.403438404161,2605.4867938191073,2121.6294780292674,2359.44,2485.2281972255923,2823.6191621781395,2467.8331181896237,2269.5008853778636,2489.2000000000007,2073.7758652268017,2810.287899699824,1806.3517013140759,2365.5852214843176,1976.651631943168,1967.1034613769543,1805.6272052010306,2153.71052631579,1708.7857142857142,2286.878787878788,1880.9153828765463,2074.1666666666665,2188.922391779414,2010.7473846491462,1739.333333333333,2040.345969943393,2010.0037813459537,2411.347826086957
2017/11/24 06:10,c1217565e20bd3297f3b1bc8f18f5dea933211c0,2167.0485426088935,2238.376986578375,2485.3589117009087,2588.4696002277456,2627.5025731885485,2222.779157940941,2696.190476190476,2373.9308141094957,2332.4359184004916,2130.501977825838,2861.710977437028,2017.8330673993146,2393.371839293073,2006.6751368465025,2268.7842758703246,2358.4,2190.078494927301,1968.7373367779705,2487.6897720276884,2429.166666666667,2012.9459459459463,2281.8749999999995,2469.3,1970.3560616097045,2886.496957814568,2536.4721082834835,0.0,2223.0305200104053,2371.5185185185182,2661.5714285714284,3207.0020248877977,2686.905141799787,2489.3914005961765,2657.401762034833,1905.0015774492995,2652.58532087485,2229.555555555555,2133.848053072609,1914.0026328568445,2066.0232301024876,1966.9377961937357,2177.971794268619,4664.5,2079.928571428571,2837.722222222222,2366.8946637023682,3165.597631016204,2028.3846010869327,2690.9444444444443,2300.09090909091,2052.1375147684334,2215.8869649391986,2095.3599556610857,2607.9310344827586,1701.587224898205,2483.7665783551047,2053.90625,2391.215505905027,2443.932950959455,2533.8131550041876,1979.2409012217638,2766.2205865086944,2486.8134497326214,2070.092210091302,1924.7397914205944,2560.523809523809,1999.8611111111109,2342.4079252778433,2917.8172223162587,4165.832432783529,1861.392021443216,2332.483870967742,1970.788827251356,1978.9780698149398,2395.161223539658,2125.098382807479,2284.403438404161,2606.7520904028283,2121.6294780292674,2355.8060426980164,2484.8458862179746,2823.6191621781395,2467.8331181896237,2267.803809420851,2486.944626660054,2073.163349349676,2811.800000000001,1806.3517013140759,2364.7717744325037,1981.774193548387,1965.4169369892365,1805.627205201031,2149.4292069668977,1708.7857142857142,2287.589176270149,1884.0952380952383,2074.166666666667,2190.533636861366,2006.349557234946,1739.333333333333,2040.345969943393,2007.4473062456511,2411.3478260869565
2017/11/25 06:11,a1877f45c3451d18879083ed9b71dd9d5f583f1c,2165.4306803602067,2237.6708942677083,2483.231367254351,2588.2707562790665,2625.551091755061,2223.939178923327,2696.1904761904766,2376.4009743711695,2332.4359184004916,2130.9312610014854,2854.3980359559146,2017.8330673993146,2395.659622455251,2005.5301768589932,2268.86054004173,2358.4000000000005,2183.8524188307933,1967.9970994473438,2485.6519286526677,2429.1666666666674,2008.1385641713491,2281.8749999999995,2469.3,1967.9959540749135,2890.2563592950487,2536.6614609550315,0.0,2221.8572297084693,2371.5185185185182,2661.5714285714284,3196.7687254554558,2686.905141799787,2489.3914005961765,2657.401762034833,1904.5044223338014,2652.58532087485,2229.555555555555,2133.4808159337626,1911.7912385662398,2066.4135258249694,1966.9377961937353,2177.971794268619,4664.5,2079.928571428572,2837.722222222222,2366.8946637023682,3168.075150119213,2028.3846010869327,2690.9444444444443,2300.090909090909,2044.5962004456082,2218.3950863004957,1982.883167859143,2607.9310344827586,1723.395239817052,2485.9030241391574,2053.90625,2390.8514257912425,2441.644084650934,2532.934908920417,1947.1887380602484,2766.20708458661,2491.2823125561645,2070.092210091302,1925.4306422657971,2558.72646820939,1999.8611111111109,2343.20944479218,2917.8172223162587,4157.962876944659,1888.0337815408925,2334.5946791110982,1972.3350302558235,1979.7493128387277,2393.75,2124.965138737826,2282.24,2603.7198764574996,2120.3551200989314,2359.44,2484.714109932322,2827.058871436924,2469.8123242058327,2269.534280080863,2482.6098041544333,2073.163349349676,2811.8,1806.3517013140759,2364.0985941874774,1981.774193548387,1965.4169369892365,1805.627205201031,2149.4292069668977,1708.7857142857142,2288.572621653974,1884.0952380952383,2074.763102897781,2189.657591741281,2006.02745484156,1739.333333333333,2040.345969943393,2008.1385641713491,2411.3478260869565
2017/11/26 06:10,4d8ace48698c9a5e45cfc896b170914f1c21dc7b,2163.153804292827,2234.9305813739256,2485.3589117009087,2589.452504282294,2617.5774572550845,2221.3671409201834,2696.190476190476,2377.350000000001,2332.1446746601864,2136.8776113909657,2859.0735513133313,2022.4615384615386,2395.659622455251,1990.9445750306377,2268.86054004173,2143.9166666666665,2189.397542680465,1969.0855782866768,2486.1785222386206,2432.131551637837,2013.202511525488,2502.8,2469.3,1965.1831057023162,2889.158320088281,2534.6428722332207,0.0,2221.8572297084693,2371.5185185185182,2650.6666666666665,3207.0020248877977,2689.6919373292867,2549.1016723900934,2657.401762034833,1905.0015774492995,2566.7919828724916,2229.555555555555,2132.7328136792144,1908.5269598615298,1977.707721610875,1966.9377961937353,2174.9619805760103,4664.5,2079.928571428571,2662.5,2366.8946637023682,3159.233172508289,2028.3846010869327,2690.9444444444443,2300.090909090909,2044.5598460986462,2215.8869649391986,2000.731051349576,2607.9310344827586,1701.626214281585,2485.9030241391574,2053.90625,2442.4527098668054,2443.932950959455,2533.8131550041876,1947.5757412462722,2773.192969687104,2492.525895938794,2070.092210091302,1924.7397914205944,2560.523809523809,1999.8611111111109,2341.851309656451,2917.8172223162587,4162.742982585371,1885.983819093301,2332.821079422388,1970.4622261590603,1973.1321319060828,2393.75,2124.965138737826,2282.24,2603.7198764574996,2120.48674291727,2359.44,2485.9024569774188,2823.6191621781395,2467.8331181896237,2266.271640072406,2484.563102904633,2073.163349349676,2810.287899699824,1806.3517013140759,2365.5852214843176,1976.651631943168,1967.1034613769543,1805.6272052010306,2153.68657446088,1708.7857142857142,2286.8787878787884,1879.4500931483242,2074.1666666666665,2188.922391779414,2010.7473846491462,1739.333333333333,2040.3459699433934,2012.9459459459463,2405.7520389225047
2017/11/27 06:10,d49d9e40383209eed9584a4ef2c3964f27f4a08f,2165.4729086162984,2237.6708942677083,2483.231367254351,2590.728104956068,2617.5774572550845,2220.910153340846,2696.190476190476,2377.1292134095625,2332.1446746601864,2134.9475890231147,2858.021692756868,2022.4615384615386,2393.371839293073,2001.7703517524028,2273.381275484063,2144.785668287588,2183.852418830794,1967.9970994473438,2483.3368700320198,2319.464285714286,2012.9459459459463,2502.8000000000006,2469.3,1968.7135231206096,2889.158320088281,2533.7071758657285,0.0,2221.2171097356368,2371.5185185185182,2653.0084054715608,3207.0020248877977,2689.6919373292867,2482.7003016856324,2655.2366477450355,1908.1315789473683,2571.8106101487565,2229.5555555555566,2132.037174524835,1906.3700692262503,1976.7004707180072,1966.473023916604,2180.0365547968986,4664.5,2079.916250231022,2662.5,2367.788588294822,3165.597631016204,2024.2173637374779,2690.9444444444443,2301.6319802184134,2053.4469357905227,2218.9229513956025,1975.1275150029646,2607.9310344827586,1701.626214281585,2485.9030241391574,2053.90625,2442.4527098668054,2443.43547282052,2533.8131550041876,1947.0433046338858,2766.2205865086953,2491.2823125561645,2453.1166271224165,1924.099776710883,2560.523809523809,1995.2824740219198,2338.777486676964,2917.8172223162587,4162.742982585371,1884.5003068220174,2332.483870967742,1971.1206790865183,1974.9997737032297,2391.4978480027003,2125.098382807479,2282.24,2603.7198764574996,2120.002316264459,2359.44,2484.714109932322,2821.5640096540246,2467.8331181896237,2264.8376835407626,2488.6861157838043,2075.1428286801656,2811.8,1806.3517013140759,2367.4521944962717,1976.651631943168,1967.1034613769543,1805.627205201031,2148.589665884503,1708.7857142857142,2286.8787878787884,1881.348444199644,2074.1666666666665,2188.922391779414,2005.0933235351927,1739.333333333333,2035.33367016811,2012.9459459459463,2411.3478260869565
2017/11/28 06:10,33d43bf1b6f55594187066f0e38ba3985fa2542b,2164.778120235082,2276.058967471858,2479.999689420749,2598.282837674752,2621.5370877747764,2223.939178923327,2696.1904761904766,2377.35,2353.661272118854,2130.9312610014854,2860.3183387652516,2022.1428908166563,2393.371839293073,2003.6062778419885,2271.910515845184,2359.047915977655,2183.852418830794,1967.9970994473438,2486.1785222386206,2319.9552586514355,2012.9459459459463,2534.2000000000007,2469.3,1964.8296670688767,2889.158320088281,2534.6428722332207,0.0,2221.2171097356368,2371.5185185185182,2650.6666666666674,3207.0020248877977,2686.905141799787,2484.9187789932203,2669.6329831720814,1908.131578947369,2570.322398890107,2233.8148148148143,2134.142138626681,1913.9083402774315,1976.7004707180072,1966.9377961937353,2181.512079170125,4876.5,2087.285714285714,2662.500000000001,2366.8946637023682,3252.7230195866796,2028.3846010869327,2690.9444444444443,2300.090909090909,2057.5521271439015,2215.8869649391986,1979.8409303643589,2639.025174683902,1705.2501066805014,2483.7665783551047,2113.266736701945,2389.9728131420143,2441.644084650934,2535.8461538461547,1982.4184929863961,2766.2205865086944,2525.3020812336217,1880.6666666666667,1924.099776710883,2610.047619047619,1999.3661553818033,2338.777486676964,2917.8172223162587,4240.65865180768,1884.5003068220174,2332.483870967742,1938.7060778809537,1979.3008436226244,2395.161223539658,2125.098382807479,2286.84,2611.5299693035954,2121.6294780292674,2358.297093116055,2485.2281972255923,2824.725732035499,2467.8331181896237,2265.3610847664063,2488.2400000000007,2075.689230662619,2810.287899699824,1806.3517013140759,2365.7667576887925,1991.5806451612905,1968.0344894913615,1806.0555049890181,2153.2993167692084,1708.7857142857142,2288.572621653974,1884.0952380952383,2082.394456734694,2189.657591741281,2010.158111968056,1739.333333333333,2052.203016664432,2008.1385641713491,2456.5652173913045
2017/11/29 06:10,475a29f11ef488e7cb19bf7e0696d9d099d77c92,2165.4729086162984,2273.7023952362874,2479.999689420749,2596.7272874671453,2622.4998474208533,2221.3671409201834,2697.3333333333335,2377.1526706878476,2353.5209787638587,2136.1697526486946,2863.51099401595,2017.7814632671275,2395.659622455251,1992.3985382746155,2269.0793753928224,2229.727272727273,2190.078494927301,1969.6050178240462,2487.3119595804214,2411.6923076923076,2013.5945945945946,2531.2000000000003,2471.2214639726863,1974.6865536724642,2890.0990908441063,2535.7761095832193,0.0,2218.2497616481864,2372.4074074074083,2653.0084054715608,3206.937110542357,2689.6919373292867,2546.4250041491428,2668.4219711782944,1908.131578947369,2655.863064193666,2234.530370996457,2134.4774742950062,1913.5000043228752,1976.7004707180072,1967.341401534146,2186.0024879754205,4856.5,2086.5714285714284,2662.500000000001,2366.8946637023682,3245.3260246508335,2027.377078337993,2690.9444444444443,2300.090909090909,2057.282907592472,2186.8158519253348,2104.542744774956,2640.6993560387423,1728.6753789980478,2483.7665783551047,2056.9651669415794,2391.215505905027,2443.932950959455,2533.8131550041876,1981.560288099483,2766.2205865086944,2518.557170907176,1880.6666666666665,1924.0997767108822,2605.2857142857138,2002.3258021028878,2338.4159246834042,2917.8172223162587,4213.011910492867,1885.3698419246532,2332.483870967742,1941.0522084812703,2008.0881921925604,2391.4962736253383,2125.098382807479,2286.44,2609.2023871243623,2123.716732198305,2359.44,2484.919730877632,2656.2122573835413,2472.0790472287085,2264.8376835407626,2484.563102904633,2073.163349349676,2814.5342501081655,1806.3517013140759,2368.7049109843,1991.483870967742,1967.5070667173654,1806.472906003217,2153.670150606144,1708.7857142857142,2287.589176270149,1884.0952380952383,2079.7777777777774,2190.2337830306797,2005.0933235351927,1739.333333333333,2048.9280311004954,2013.5945945945955,2452.217391304348
